Hotel_Address;Additional_Number_of_Scoring;Review_Date;Average_Score;Hotel_Name;Reviewer_Nationality;Negative_Review;Review_Total_Negative_Word_Counts;Total_Number_of_Reviews;Positive_Review;Review_Total_Positive_Word_Counts;Total_Number_of_Reviews_Reviewer_Has_Given;Reviewer_Score;Tags;days_since_review;lat;lng
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;7/20/2017;8.5;K K Hotel George; Italy ;No Negative;0;1831; cozy room clean excellent location;6;17;9.6;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];14 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;7/16/2017;8.5;K K Hotel George; Singapore ; The bed was too soft;6;1831;No Positive;0;2;7.1;[' Business trip ', ' Solo traveler ', ' Classic King Room ', ' Stayed 5 nights ', ' Submitted from a mobile device '];18 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;7/7/2017;8.5;K K Hotel George; Hong Kong ; Never change the used cups;6;1831; Great location few steps to underground Lots of food and there is a coop shop aldo;17;1;7.9;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 6 nights ', ' Submitted from a mobile device '];27 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/30/2017;8.5;K K Hotel George; United Kingdom ; The dish I choose in Bistro was over cooked Tuna ;12;1831; Very Comfortable bed The Garden Breakfast;7;11;9.2;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night '];34 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/24/2017;8.5;K K Hotel George; France ;No Negative;0;1831; Very nice and charming hotel with an access to a nice garden Excellent breakfast;15;1;9.2;[' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device '];40 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/24/2017;8.5;K K Hotel George; United States of America ; Breakfast buffet eggs were terrible;6;1831; Location of hotel;4;3;9.2;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device '];40 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/24/2017;8.5;K K Hotel George; Australia ; room could have been a little larger;8;1831; clean good staff everything worked;6;2;9.2;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 8 nights '];40 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/20/2017;8.5;K K Hotel George; United Kingdom ; Restaurant and bar staff not very atttentive;8;1831; Very helpful general manager;5;1;8.3;[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];44 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/18/2017;8.5;K K Hotel George; United Kingdom ; Nothing;2;1831; A warm welcome clean comfortable hotel Central location excellent for accessing central London;14;2;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device '];46 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/12/2017;8.5;K K Hotel George; United Kingdom ; Nothing;2;1831; Very helpful staff all round Great place to stay Spotlessly clean and very close to Earls Court tube station ;21;4;10;[' Leisure trip ', ' Family with young children ', ' Executive King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];52 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/11/2017;8.5;K K Hotel George; Australia ; Air conditioning very noisy;5;1831;No Positive;0;2;7.9;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device '];53 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;6/10/2017;8.5;K K Hotel George; Sweden ;No Negative;0;1831; Nice bathroom and comfy bed;6;3;10;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];54 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/23/2017;8.5;K K Hotel George; United States of America ; Charges for water in the mini bar;8;1831; Loved the well kept garden and the cleanliness of the property;12;1;8.8;[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];72 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/11/2017;8.5;K K Hotel George; Netherlands ; Curtains did not close properly looked a bit worn ;11;1831; Location room was not big but adequate and clean ;11;14;7.5;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];84 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/11/2017;8.5;K K Hotel George; Italy ; I got a room in the lower ground floor and it was cold;14;1831;No Positive;0;17;5.8;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];84 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/10/2017;8.5;K K Hotel George; Thailand ;No Negative;0;1831; Very good location and reasonable price;7;5;8.3;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];85 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/1/2017;8.5;K K Hotel George; United Kingdom ; Room was tired and definitely overpriced Won t stay again ;12;1831; Nice bed Staff were nice ;7;10;6.3;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];94 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/28/2017;8.5;K K Hotel George; Thailand ; Room is quite old but still maintain in good condition ;12;1831; Variety of food ;5;9;7.5;[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];97 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/26/2017;8.5;K K Hotel George; United Arab Emirates ; breakfast limited selections for the buffet;7;1831; friendly stuff;3;3;8.3;[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 3 nights '];99 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/25/2017;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; All of it ;5;7;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];100 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/25/2017;8.5;K K Hotel George; United Kingdom ; Nothing;2;1831; The bath was huge and the location was really good near the tube but outside the congestion zone with a good car park;24;62;9.2;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];100 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/20/2017;8.5;K K Hotel George; United States of America ; NOTHING;2;1831; lOCATION WAS GREAT;4;1;8.8;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights '];105 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/20/2017;8.5;K K Hotel George; United Kingdom ; The heater was not working and the room was cold even with the portable heater ;17;1831;No Positive;0;3;6.7;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];136 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/13/2017;8.5;K K Hotel George; Austria ; the breakfast sucks in every aspect variety quality and service poor poor poor;14;1831;No Positive;0;56;7.5;[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 3 nights '];143 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/12/2017;8.5;K K Hotel George; Greece ; Nothing to complain about;5;1831; Excellent as always;4;6;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights '];144 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/6/2017;8.5;K K Hotel George; United Kingdom ; Disabled access;3;1831; Beds very very comfortable;5;2;9.6;[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device '];150 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/21/2017;8.5;K K Hotel George; Taiwan ;No Negative;0;1831; wonderful;2;1;10;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 7 nights '];163 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/20/2017;8.5;K K Hotel George; Italy ; Small room bath and bed;6;1831;Breakfast Location Underground restaurants pubs and shops are 5 min by walk;14;12;7.9;[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights '];164 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/20/2017;8.5;K K Hotel George; Guernsey ; Breakfast was ok apart from the bacon which was terrible;11;1831; Good Location Friendly Staff;5;35;8.3;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights '];164 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/18/2017;8.5;K K Hotel George; Ireland ; N a;3;1831; Excellent hotel with great staff;6;3;10;[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];166 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/16/2017;8.5;K K Hotel George; Poland ; The room was tiny and for that reason we would not stay again ;15;1831;No Positive;0;3;5.4;[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 5 nights '];168 day;51.4918878;-0.1949706
